,0,1,2,3,4,5,6,7,8,9
0.0,18,20,33,27,98,41,30,45,41,57
1.0,21,19,31,28,28,30,34,37,30,24
2.0,35,25,48,35,34,51,36,33,41,29
3.0,48,50,82,46,45,30,50,35,34,41
4.0,35,51,61,44,37,36,39,35,45,42
5.0,33,38,39,43,42,57,42,48,39,37
6.0,29,29,40,45,48,42,32,26,43,31
7.0,25,30,29,30,29,30,27,28,31,35
8.0,17,24,23,34,27,27,26,25,26,30
9.0,12,16,14,27,26,29,24,24,25,18
10.0,22,13,18,23,16,16,20,17,25,28
11.0,11,11,12,13,14,22,15,10,24,10
12.0,13,4,8,10,9,9,10,8,13,13
13.0,7,7,6,12,9,13,9,12,9,13
14.0,2,3,5,5,5,9,7,10,10,13
15.0,5,2,4,6,5,6,6,9,13,11
16.0,4,3,9,3,2,3,7,4,10,12
17.0,5,7,1,4,2,1,8,5,6,13
18.0,3,2,2,4,1,2,4,3,3,6
19.0,0,2,2,3,3,4,2,3,5,7
20.0,1,0,4,0,3,2,2,5,4,0
21.0,1,0,2,5,2,0,5,3,5,5
22.0,1,1,0,3,3,2,4,2,5,3
23.0,4,0,1,3,3,3,3,1,1,2
24.0,2,0,2,2,0,5,3,1,4,4
25.0,0,0,1,0,0,0,2,3,0,4
26.0,0,0,0,0,0,2,1,1,0,6
27.0,0,1,0,0,1,0,0,1,3,0
28.0,0,0,0,1,0,1,1,0,0,1
29.0,0,1,1,1,0,1,0,2,1,1
