,0,1,2,3,4,5,6,7,8,9,10,11
0,228,52,21,7,4,1,1,1,2,0,0,0
1,22,26,8,7,1,1,0,0,0,0,0,0
2,7,7,5,0,1,0,0,0,1,0,0,0
3,3,2,2,2,0,0,0,0,0,0,0,0
4,0,2,3,1,1,0,0,0,0,0,0,0
5,1,0,1,0,0,0,1,0,0,0,0,0
6,1,1,0,0,0,0,0,0,0,0,0,0
7,2,1,0,0,0,0,0,0,0,0,0,0
8,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0
11,0,1,0,0,0,0,0,0,0,0,0,0
