,0,1,2,3,4,5,6,7,8,9
0.0,232,242,355,282,338,325,282,280,340,337
1.0,66,60,69,95,67,69,79,71,69,60
2.0,22,25,25,44,38,36,39,39,38,40
3.0,17,10,12,19,14,13,17,14,17,22
4.0,6,7,8,7,12,10,6,12,15,14
5.0,1,7,3,2,6,9,9,6,5,6
6.0,3,3,2,3,10,5,6,4,6,3
7.0,3,1,3,1,3,4,4,4,1,4
8.0,0,2,1,4,1,1,0,2,1,4
9.0,1,2,0,0,2,0,1,1,3,2
10.0,0,0,0,0,0,1,2,2,1,2
11.0,2,0,1,0,1,0,0,1,1,1
12.0,1,0,0,0,0,0,2,0,0,0
13.0,0,0,0,0,0,1,1,0,0,0
14.0,0,0,0,0,0,0,1,0,0,1
