,0,1,2,3,4,5,6,7,8,9,10,11,12
0,27,20,7,3,1,0,0,1,0,0,1,0,0
1,8,9,8,2,3,0,3,0,0,0,0,0,0
2,10,6,4,0,0,0,0,0,0,1,0,0,0
3,10,1,1,0,1,0,0,0,0,0,0,0,0
4,1,1,0,0,1,0,0,0,0,0,0,0,0
5,1,0,1,2,0,0,0,0,0,0,0,0,0
6,0,0,1,0,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0
