,0,1,2,3,4,5,6,7,8,9,10,11,12
0,113,49,16,9,3,0,0,0,0,0,0,0,0
1,61,61,23,8,7,2,0,0,0,0,0,0,0
2,22,25,12,10,3,3,0,0,0,0,0,0,0
3,5,13,9,4,7,3,3,0,0,0,0,0,0
4,3,4,6,3,0,2,1,0,0,0,0,0,0
5,1,4,2,4,1,2,0,0,1,0,0,0,0
6,2,1,0,2,1,0,1,1,0,0,0,0,0
7,0,0,0,0,2,1,1,1,0,0,0,0,0
8,0,0,1,0,1,2,0,0,0,0,0,0,0
9,0,0,0,0,1,1,0,0,0,1,0,0,1
10,0,0,0,0,0,1,0,1,0,0,0,0,0
11,0,0,0,0,1,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,1,0,0,0,0
