,0,1,2,3,4,5,6,7,8,9,10
0,114,74,33,6,8,4,0,0,0,0,0
1,62,44,15,13,6,2,2,2,1,0,1
2,16,20,13,6,6,5,5,0,0,1,0
3,3,9,8,9,4,2,4,0,0,0,0
4,0,1,4,5,4,2,2,3,0,0,0
5,1,2,1,1,2,0,1,0,0,0,0
6,0,0,0,1,0,0,1,1,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0
