,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.7483054676909173,0.18888386805241753,0.03976502485314053,0.013556258472661545,0.004066877541798464,0.0013556258472661546,0.0018075011296882061,0.0009037505648441031,0.0013556258472661546,0.0,0.0,0.0,0.0
1,0.5343618513323983,0.2805049088359046,0.11781206171107994,0.037868162692847124,0.019635343618513323,0.004207573632538569,0.001402524544179523,0.002805049088359046,0.001402524544179523,0.0,0.0,0.0,0.0
2,0.3453815261044177,0.27710843373493976,0.19678714859437751,0.08433734939759036,0.04417670682730924,0.028112449799196786,0.008032128514056224,0.008032128514056224,0.008032128514056224,0.0,0.0,0.0,0.0
3,0.17525773195876287,0.4020618556701031,0.21649484536082475,0.07216494845360824,0.061855670103092786,0.041237113402061855,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.0,0.0,0.0,0.0
4,0.14285714285714285,0.19642857142857142,0.26785714285714285,0.125,0.14285714285714285,0.03571428571428571,0.05357142857142857,0.03571428571428571,0.0,0.0,0.0,0.0,0.0
5,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.05555555555555555,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
6,0.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0
7,0.0,0.2,0.2,0.0,0.4,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0
8,0.0,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
9,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
