,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.2413793103448276,0.04310344827586207,0.03879310344827586,0.06465517241379311,0.05603448275862069,0.06896551724137931,0.034482758620689655,0.03017241379310345,0.03017241379310345,0.034482758620689655,0.04310344827586207,0.021551724137931036,0.03879310344827586,0.021551724137931036,0.01293103448275862,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.008620689655172414,0.008620689655172414,0.008620689655172414,0.008620689655172414,0.017241379310344827,0.017241379310344827,0.008620689655172414,0.017241379310344827,0.004310344827586207,0.01293103448275862,0.008620689655172414,0.004310344827586207,0.0,0.004310344827586207,0.0,0.004310344827586207,0.004310344827586207,0.0,0.0,0.0,0.0,0.0,0.004310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008620689655172414,0.0,0.0
1,0.20689655172413793,0.06896551724137931,0.1206896551724138,0.06896551724137931,0.06896551724137931,0.10344827586206896,0.06896551724137931,0.05172413793103448,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.0,0.0,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.16494845360824742,0.05154639175257732,0.1134020618556701,0.08247422680412371,0.07216494845360824,0.041237113402061855,0.08247422680412371,0.061855670103092786,0.041237113402061855,0.061855670103092786,0.030927835051546393,0.020618556701030927,0.041237113402061855,0.041237113402061855,0.0,0.010309278350515464,0.0,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.020618556701030927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.020618556701030927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.12149532710280374,0.06542056074766354,0.07476635514018691,0.07476635514018691,0.07476635514018691,0.08411214953271028,0.102803738317757,0.028037383177570093,0.06542056074766354,0.056074766355140186,0.037383177570093455,0.028037383177570093,0.06542056074766354,0.009345794392523364,0.009345794392523364,0.009345794392523364,0.009345794392523364,0.0,0.028037383177570093,0.0,0.009345794392523364,0.0,0.009345794392523364,0.0,0.028037383177570093,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.1297709923664122,0.030534351145038167,0.05343511450381679,0.05343511450381679,0.10687022900763359,0.0916030534351145,0.10687022900763359,0.061068702290076333,0.061068702290076333,0.03816793893129771,0.04580152671755725,0.061068702290076333,0.03816793893129771,0.007633587786259542,0.015267175572519083,0.007633587786259542,0.030534351145038167,0.022900763358778626,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.007633587786259542,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.10135135135135136,0.04054054054054054,0.07432432432432433,0.06756756756756757,0.07432432432432433,0.0945945945945946,0.06756756756756757,0.033783783783783786,0.07432432432432433,0.08783783783783784,0.04054054054054054,0.060810810810810814,0.0472972972972973,0.04054054054054054,0.02027027027027027,0.02027027027027027,0.0,0.013513513513513514,0.006756756756756757,0.006756756756756757,0.0,0.0,0.006756756756756757,0.0,0.0,0.0,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.060240963855421686,0.006024096385542169,0.012048192771084338,0.03614457831325301,0.060240963855421686,0.08433734939759036,0.08433734939759036,0.10843373493975904,0.060240963855421686,0.08433734939759036,0.03614457831325301,0.0783132530120482,0.04216867469879518,0.05421686746987952,0.060240963855421686,0.04216867469879518,0.012048192771084338,0.006024096385542169,0.006024096385542169,0.012048192771084338,0.006024096385542169,0.018072289156626505,0.006024096385542169,0.0,0.006024096385542169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0,0.0,0.0,0.006024096385542169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.05263157894736842,0.03289473684210526,0.019736842105263157,0.02631578947368421,0.05263157894736842,0.07236842105263158,0.10526315789473684,0.09210526315789473,0.07894736842105263,0.10526315789473684,0.05263157894736842,0.039473684210526314,0.039473684210526314,0.046052631578947366,0.02631578947368421,0.046052631578947366,0.006578947368421052,0.03289473684210526,0.013157894736842105,0.013157894736842105,0.006578947368421052,0.013157894736842105,0.0,0.019736842105263157,0.006578947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.07246376811594203,0.021739130434782608,0.014492753623188406,0.021739130434782608,0.036231884057971016,0.036231884057971016,0.06521739130434782,0.06521739130434782,0.09420289855072464,0.07971014492753623,0.057971014492753624,0.08695652173913043,0.057971014492753624,0.057971014492753624,0.036231884057971016,0.028985507246376812,0.028985507246376812,0.007246376811594203,0.021739130434782608,0.0,0.014492753623188406,0.043478260869565216,0.007246376811594203,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.007246376811594203,0.007246376811594203,0.0,0.0,0.007246376811594203,0.0,0.0,0.0,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.06976744186046512,0.0,0.01744186046511628,0.011627906976744186,0.040697674418604654,0.05232558139534884,0.0755813953488372,0.09302325581395349,0.06395348837209303,0.05813953488372093,0.11046511627906977,0.06395348837209303,0.040697674418604654,0.06395348837209303,0.03488372093023256,0.023255813953488372,0.029069767441860465,0.005813953488372093,0.040697674418604654,0.011627906976744186,0.01744186046511628,0.005813953488372093,0.0,0.005813953488372093,0.0,0.005813953488372093,0.005813953488372093,0.01744186046511628,0.0,0.0,0.0,0.005813953488372093,0.0,0.005813953488372093,0.01744186046511628,0.0,0.0,0.0,0.0,0.0,0.005813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
