,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.7186170212765958,0.11063829787234042,0.06861702127659575,0.03723404255319149,0.02074468085106383,0.017553191489361703,0.007446808510638298,0.00425531914893617,0.002127659574468085,0.0031914893617021275,0.0026595744680851063,0.0026595744680851063,0.0,0.0005319148936170213,0.0031914893617021275,0.0005319148936170213
1,0.4579831932773109,0.20798319327731093,0.13655462184873948,0.07352941176470588,0.046218487394957986,0.02100840336134454,0.01680672268907563,0.01050420168067227,0.0063025210084033615,0.0021008403361344537,0.008403361344537815,0.0063025210084033615,0.004201680672268907,0.0,0.0021008403361344537,0.0
2,0.3447204968944099,0.17391304347826086,0.13975155279503104,0.13354037267080746,0.06832298136645963,0.043478260869565216,0.031055900621118012,0.021739130434782608,0.015527950310559006,0.012422360248447204,0.006211180124223602,0.006211180124223602,0.003105590062111801,0.0,0.0,0.0
3,0.28378378378378377,0.16216216216216217,0.13063063063063063,0.1036036036036036,0.08108108108108109,0.08558558558558559,0.03153153153153153,0.018018018018018018,0.02252252252252252,0.03153153153153153,0.009009009009009009,0.018018018018018018,0.009009009009009009,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045
4,0.3308270676691729,0.17293233082706766,0.12030075187969924,0.10526315789473684,0.09022556390977443,0.06766917293233082,0.007518796992481203,0.022556390977443608,0.015037593984962405,0.03007518796992481,0.007518796992481203,0.0,0.007518796992481203,0.015037593984962405,0.0,0.007518796992481203
5,0.2641509433962264,0.12264150943396226,0.19811320754716982,0.12264150943396226,0.05660377358490566,0.08490566037735849,0.05660377358490566,0.018867924528301886,0.009433962264150943,0.018867924528301886,0.009433962264150943,0.018867924528301886,0.018867924528301886,0.0,0.0,0.0
6,0.2777777777777778,0.09259259259259259,0.1111111111111111,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.07407407407407407,0.018518518518518517,0.05555555555555555,0.0,0.037037037037037035,0.0,0.0,0.018518518518518517,0.018518518518518517,0.018518518518518517
7,0.17142857142857143,0.11428571428571428,0.22857142857142856,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.0,0.0,0.08571428571428572,0.05714285714285714,0.0,0.02857142857142857,0.0,0.0
8,0.1875,0.09375,0.1875,0.03125,0.15625,0.0625,0.03125,0.03125,0.03125,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.0
9,0.25,0.09375,0.09375,0.0625,0.125,0.125,0.03125,0.03125,0.0625,0.03125,0.03125,0.0,0.03125,0.0,0.0,0.03125
10,0.12,0.04,0.04,0.12,0.04,0.08,0.08,0.08,0.12,0.0,0.08,0.08,0.04,0.04,0.04,0.0
11,0.23529411764705882,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.0
12,0.42857142857142855,0.07142857142857142,0.0,0.14285714285714285,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
13,0.35714285714285715,0.14285714285714285,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0
14,0.2,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0
15,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
