,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.3176470588235294,0.3411764705882353,0.16470588235294117,0.10588235294117647,0.058823529411764705,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.07142857142857142,0.2857142857142857,0.2602040816326531,0.17857142857142858,0.09183673469387756,0.0663265306122449,0.03571428571428571,0.00510204081632653,0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.05859375,0.1484375,0.203125,0.25390625,0.16015625,0.0859375,0.05078125,0.015625,0.01953125,0.0,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.025821596244131457,0.09859154929577464,0.14553990610328638,0.24178403755868544,0.19953051643192488,0.1431924882629108,0.06807511737089202,0.04460093896713615,0.01643192488262911,0.004694835680751174,0.004694835680751174,0.004694835680751174,0.002347417840375587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.012077294685990338,0.03864734299516908,0.07004830917874397,0.19806763285024154,0.21256038647342995,0.17391304347826086,0.11594202898550725,0.0966183574879227,0.03864734299516908,0.021739130434782608,0.014492753623188406,0.0024154589371980675,0.0024154589371980675,0.0024154589371980675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.021897810218978103,0.046228710462287104,0.12165450121654502,0.1873479318734793,0.1922141119221411,0.15571776155717762,0.10948905109489052,0.07785888077858881,0.0364963503649635,0.019464720194647202,0.019464720194647202,0.009732360097323601,0.0024330900243309003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0030120481927710845,0.009036144578313253,0.04216867469879518,0.1144578313253012,0.11746987951807229,0.1566265060240964,0.15060240963855423,0.14457831325301204,0.11746987951807229,0.06325301204819277,0.030120481927710843,0.03614457831325301,0.009036144578313253,0.0030120481927710845,0.0030120481927710845,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.005970149253731343,0.026865671641791045,0.0626865671641791,0.08955223880597014,0.14328358208955225,0.11641791044776119,0.1761194029850746,0.14029850746268657,0.08955223880597014,0.06865671641791045,0.050746268656716415,0.008955223880597015,0.014925373134328358,0.0029850746268656717,0.0,0.0029850746268656717,0.0,0.0,0.0,0.0
8,0.0,0.003952569169960474,0.019762845849802372,0.019762845849802372,0.05928853754940711,0.1225296442687747,0.1541501976284585,0.1541501976284585,0.1422924901185771,0.12648221343873517,0.06324110671936758,0.03557312252964427,0.043478260869565216,0.039525691699604744,0.003952569169960474,0.007905138339920948,0.0,0.003952569169960474,0.0,0.0,0.0
9,0.0,0.0,0.00980392156862745,0.024509803921568627,0.05392156862745098,0.08333333333333333,0.08823529411764706,0.14215686274509803,0.13725490196078433,0.1323529411764706,0.11274509803921569,0.10294117647058823,0.049019607843137254,0.0196078431372549,0.029411764705882353,0.00980392156862745,0.004901960784313725,0.0,0.0,0.0,0.0
10,0.0,0.0,0.007751937984496124,0.015503875968992248,0.03875968992248062,0.015503875968992248,0.10852713178294573,0.15503875968992248,0.13953488372093023,0.13178294573643412,0.11627906976744186,0.10852713178294573,0.06976744186046512,0.023255813953488372,0.03875968992248062,0.023255813953488372,0.0,0.007751937984496124,0.0,0.0,0.0
11,0.0,0.0,0.0,0.00819672131147541,0.0,0.05737704918032787,0.05737704918032787,0.09836065573770492,0.11475409836065574,0.13114754098360656,0.16393442622950818,0.09836065573770492,0.07377049180327869,0.09836065573770492,0.040983606557377046,0.01639344262295082,0.02459016393442623,0.00819672131147541,0.0,0.00819672131147541,0.0
12,0.0,0.0,0.0,0.0,0.0,0.029850746268656716,0.014925373134328358,0.05970149253731343,0.16417910447761194,0.16417910447761194,0.13432835820895522,0.1044776119402985,0.11940298507462686,0.07462686567164178,0.029850746268656716,0.05970149253731343,0.0,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.0
13,0.0,0.0,0.018518518518518517,0.0,0.0,0.037037037037037035,0.05555555555555555,0.018518518518518517,0.05555555555555555,0.2222222222222222,0.05555555555555555,0.09259259259259259,0.09259259259259259,0.1111111111111111,0.12962962962962962,0.05555555555555555,0.037037037037037035,0.018518518518518517,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.1388888888888889,0.027777777777777776,0.1388888888888889,0.19444444444444445,0.1388888888888889,0.1111111111111111,0.027777777777777776,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,0.0,0.1111111111111111,0.07407407407407407,0.2222222222222222,0.1111111111111111,0.037037037037037035,0.14814814814814814,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.25,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
