,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.546047860768673,0.2813633067440174,0.10297316896301668,0.04060913705583756,0.019579405366207395,0.006526468455402465,0.0029006526468455403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.4338235294117647,0.2930672268907563,0.13865546218487396,0.07247899159663866,0.03571428571428571,0.014705882352941176,0.0063025210084033615,0.0031512605042016808,0.0010504201680672268,0.0,0.0010504201680672268,0.0,0.0,0.0,0.0
2,0.278118609406953,0.2842535787321063,0.1983640081799591,0.10020449897750511,0.06748466257668712,0.028629856850715747,0.022494887525562373,0.00408997955010225,0.0081799591002045,0.006134969325153374,0.002044989775051125,0.0,0.0,0.0,0.0
3,0.16194331983805668,0.2631578947368421,0.25101214574898784,0.15789473684210525,0.06882591093117409,0.044534412955465584,0.03643724696356275,0.004048582995951417,0.004048582995951417,0.0,0.008097165991902834,0.0,0.0,0.0,0.0
4,0.136986301369863,0.1643835616438356,0.22602739726027396,0.17123287671232876,0.1232876712328767,0.0684931506849315,0.0410958904109589,0.03424657534246575,0.02054794520547945,0.00684931506849315,0.0,0.0,0.00684931506849315,0.0,0.0
5,0.11538461538461539,0.1794871794871795,0.14102564102564102,0.19230769230769232,0.14102564102564102,0.08974358974358974,0.05128205128205128,0.038461538461538464,0.02564102564102564,0.01282051282051282,0.01282051282051282,0.0,0.0,0.0,0.0
6,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.24444444444444444,0.13333333333333333,0.15555555555555556,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.0,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.13333333333333333,0.2,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0
9,0.0,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
