,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.1,0.0,0.2,0.1,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.041666666666666664,0.0,0.041666666666666664,0.16666666666666666,0.20833333333333334,0.125,0.125,0.08333333333333333,0.125,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.09803921568627451,0.23529411764705882,0.23529411764705882,0.0784313725490196,0.0392156862745098,0.0784313725490196,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.03409090909090909,0.09090909090909091,0.11363636363636363,0.13636363636363635,0.07954545454545454,0.11363636363636363,0.125,0.056818181818181816,0.10227272727272728,0.022727272727272728,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.024,0.008,0.064,0.12,0.112,0.192,0.144,0.072,0.096,0.04,0.04,0.056,0.0,0.008,0.016,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.023952095808383235,0.0718562874251497,0.09580838323353294,0.08982035928143713,0.15568862275449102,0.10778443113772455,0.11377245508982035,0.10778443113772455,0.09580838323353294,0.03592814371257485,0.041916167664670656,0.011976047904191617,0.029940119760479042,0.011976047904191617,0.0,0.005988023952095809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.012875536480686695,0.017167381974248927,0.030042918454935622,0.060085836909871244,0.0944206008583691,0.09012875536480687,0.13304721030042918,0.12875536480686695,0.1459227467811159,0.07725321888412018,0.055793991416309016,0.04721030042918455,0.04291845493562232,0.02575107296137339,0.008583690987124463,0.017167381974248927,0.008583690987124463,0.0,0.004291845493562232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.008968609865470852,0.008968609865470852,0.017937219730941704,0.03587443946188341,0.06726457399103139,0.11210762331838565,0.11659192825112108,0.10762331838565023,0.09865470852017937,0.09865470852017937,0.09417040358744394,0.06278026905829596,0.053811659192825115,0.04484304932735426,0.017937219730941704,0.03139013452914798,0.004484304932735426,0.013452914798206279,0.004484304932735426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.007547169811320755,0.018867924528301886,0.011320754716981131,0.045283018867924525,0.04905660377358491,0.08679245283018867,0.0830188679245283,0.10943396226415095,0.10566037735849057,0.09433962264150944,0.10566037735849057,0.09056603773584905,0.06415094339622641,0.06037735849056604,0.011320754716981131,0.022641509433962263,0.018867924528301886,0.0,0.0037735849056603774,0.0037735849056603774,0.0037735849056603774,0.0,0.0037735849056603774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
