,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.2830188679245283,0.1471698113207547,0.06792452830188679,0.06792452830188679,0.0830188679245283,0.04150943396226415,0.052830188679245285,0.05660377358490566,0.03018867924528302,0.022641509433962263,0.026415094339622643,0.018867924528301886,0.0037735849056603774,0.007547169811320755,0.01509433962264151,0.01509433962264151,0.007547169811320755,0.011320754716981131,0.0037735849056603774,0.011320754716981131,0.0037735849056603774,0.0,0.0,0.0037735849056603774,0.0037735849056603774,0.0,0.0037735849056603774,0.007547169811320755,0.0,0.0037735849056603774,0.0
1,0.125,0.2692307692307692,0.23557692307692307,0.1201923076923077,0.08173076923076923,0.07211538461538461,0.019230769230769232,0.019230769230769232,0.009615384615384616,0.014423076923076924,0.014423076923076924,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.004807692307692308,0.004807692307692308,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.09025270758122744,0.11913357400722022,0.24187725631768953,0.20216606498194944,0.10830324909747292,0.07220216606498195,0.05054151624548736,0.01444043321299639,0.018050541516245487,0.02527075812274368,0.010830324909747292,0.010830324909747292,0.0,0.0036101083032490976,0.0,0.01444043321299639,0.0,0.0,0.0,0.0036101083032490976,0.0036101083032490976,0.0,0.0036101083032490976,0.0,0.0,0.0036101083032490976,0.0036101083032490976,0.0,0.0,0.0,0.0
3,0.07692307692307693,0.0989010989010989,0.1346153846153846,0.21703296703296704,0.1346153846153846,0.10164835164835165,0.07967032967032966,0.04395604395604396,0.03571428571428571,0.024725274725274724,0.005494505494505495,0.016483516483516484,0.0027472527472527475,0.005494505494505495,0.0027472527472527475,0.0027472527472527475,0.005494505494505495,0.005494505494505495,0.0027472527472527475,0.0,0.0,0.0027472527472527475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.07309941520467836,0.05263157894736842,0.08771929824561403,0.16666666666666666,0.15204678362573099,0.15204678362573099,0.08771929824561403,0.07017543859649122,0.05263157894736842,0.038011695906432746,0.017543859649122806,0.02046783625730994,0.005847953216374269,0.011695906432748537,0.0029239766081871343,0.0029239766081871343,0.0,0.0029239766081871343,0.0,0.0,0.0,0.0,0.0,0.0,0.0029239766081871343,0.0,0.0,0.0,0.0,0.0,0.0
5,0.06811145510835913,0.02786377708978328,0.04643962848297214,0.11145510835913312,0.15789473684210525,0.16408668730650156,0.11455108359133127,0.08978328173374613,0.07430340557275542,0.02786377708978328,0.034055727554179564,0.030959752321981424,0.018575851393188854,0.009287925696594427,0.0,0.006191950464396285,0.0030959752321981426,0.006191950464396285,0.0,0.0,0.0,0.0030959752321981426,0.0,0.0030959752321981426,0.0,0.0030959752321981426,0.0,0.0,0.0,0.0,0.0
6,0.041379310344827586,0.027586206896551724,0.06551724137931035,0.0896551724137931,0.08620689655172414,0.1310344827586207,0.12758620689655173,0.11724137931034483,0.07586206896551724,0.06206896551724138,0.05172413793103448,0.02413793103448276,0.02413793103448276,0.020689655172413793,0.010344827586206896,0.010344827586206896,0.010344827586206896,0.0,0.0,0.0034482758620689655,0.0034482758620689655,0.0034482758620689655,0.0,0.006896551724137931,0.0034482758620689655,0.0,0.0,0.0,0.0,0.0034482758620689655,0.0
7,0.05829596412556054,0.008968609865470852,0.02242152466367713,0.06726457399103139,0.09865470852017937,0.09417040358744394,0.13004484304932734,0.08968609865470852,0.11210762331838565,0.08520179372197309,0.06278026905829596,0.04484304932735426,0.03139013452914798,0.026905829596412557,0.02242152466367713,0.004484304932735426,0.0,0.017937219730941704,0.008968609865470852,0.0,0.0,0.008968609865470852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004484304932735426,0.0
8,0.08374384236453201,0.009852216748768473,0.024630541871921183,0.059113300492610835,0.06403940886699508,0.11330049261083744,0.11330049261083744,0.10344827586206896,0.11330049261083744,0.11330049261083744,0.029556650246305417,0.04433497536945813,0.029556650246305417,0.034482758620689655,0.024630541871921183,0.014778325123152709,0.014778325123152709,0.0,0.0049261083743842365,0.0,0.0,0.0,0.0,0.0049261083743842365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.034482758620689655,0.005747126436781609,0.028735632183908046,0.04597701149425287,0.06321839080459771,0.10919540229885058,0.1206896551724138,0.12643678160919541,0.10344827586206896,0.09770114942528736,0.07471264367816093,0.05172413793103448,0.011494252873563218,0.04597701149425287,0.022988505747126436,0.011494252873563218,0.017241379310344827,0.005747126436781609,0.0,0.0,0.0,0.0,0.005747126436781609,0.0,0.0,0.005747126436781609,0.0,0.005747126436781609,0.0,0.005747126436781609,0.0
10,0.040268456375838924,0.013422818791946308,0.020134228187919462,0.04697986577181208,0.040268456375838924,0.08053691275167785,0.08053691275167785,0.04697986577181208,0.09395973154362416,0.10067114093959731,0.09395973154362416,0.06040268456375839,0.06040268456375839,0.053691275167785234,0.06040268456375839,0.013422818791946308,0.03355704697986577,0.013422818791946308,0.013422818791946308,0.006711409395973154,0.0,0.006711409395973154,0.013422818791946308,0.0,0.0,0.006711409395973154,0.0,0.0,0.0,0.0,0.0
11,0.07758620689655173,0.008620689655172414,0.017241379310344827,0.05172413793103448,0.04310344827586207,0.06896551724137931,0.09482758620689655,0.05172413793103448,0.11206896551724138,0.10344827586206896,0.04310344827586207,0.04310344827586207,0.0603448275862069,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.04310344827586207,0.017241379310344827,0.017241379310344827,0.0,0.008620689655172414,0.008620689655172414,0.0,0.0,0.0,0.008620689655172414,0.0,0.0,0.008620689655172414,0.0,0.008620689655172414
12,0.057971014492753624,0.0,0.0,0.014492753623188406,0.07246376811594203,0.057971014492753624,0.08695652173913043,0.10144927536231885,0.07246376811594203,0.07246376811594203,0.07246376811594203,0.043478260869565216,0.057971014492753624,0.057971014492753624,0.014492753623188406,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.028985507246376812,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.0
