,0,1,2,3,4,5,6,7,8,9
0,233.0,240.0,334.0,288.0,323.0,306.0,271.0,275.0,321.0,297.0
1,74.0,75.0,91.0,112.0,91.0,105.0,111.0,102.0,95.0,113.0
2,25.0,23.0,38.0,33.0,40.0,31.0,33.0,31.0,43.0,51.0
3,8.0,10.0,9.0,9.0,16.0,14.0,15.0,12.0,19.0,16.0
4,5.0,7.0,6.0,7.0,10.0,9.0,8.0,10.0,10.0,11.0
5,1.0,1.0,0.0,1.0,6.0,4.0,4.0,2.0,3.0,1.0
6,4.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,3.0
7,1.0,1.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0
8,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0
9,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
