,0,1,2,3,4,5,6,7,8,9
0,196.0,202.0,291.0,220.0,279.0,263.0,219.0,254.0,298.0,283.0
1,48.0,57.0,71.0,68.0,61.0,62.0,70.0,49.0,62.0,59.0
2,42.0,29.0,37.0,61.0,43.0,48.0,47.0,30.0,52.0,55.0
3,15.0,21.0,30.0,30.0,39.0,32.0,34.0,23.0,26.0,26.0
4,20.0,8.0,12.0,25.0,16.0,16.0,30.0,23.0,15.0,19.0
5,6.0,21.0,12.0,19.0,6.0,19.0,11.0,18.0,14.0,14.0
6,7.0,5.0,6.0,10.0,13.0,8.0,6.0,8.0,6.0,12.0
7,4.0,1.0,7.0,5.0,7.0,10.0,2.0,5.0,4.0,8.0
8,1.0,2.0,4.0,1.0,5.0,1.0,7.0,7.0,8.0,2.0
9,3.0,6.0,5.0,4.0,3.0,4.0,5.0,7.0,4.0,5.0
10,2.0,0.0,1.0,5.0,10.0,4.0,5.0,3.0,3.0,4.0
11,1.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0
12,2.0,1.0,0.0,2.0,4.0,1.0,4.0,3.0,0.0,1.0
13,4.0,1.0,0.0,1.0,1.0,0.0,5.0,3.0,0.0,1.0
14,1.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0
15,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0
