,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.8056288478452067,0.10686015831134564,0.04661389621811785,0.0158311345646438,0.006596306068601583,0.006596306068601583,0.005277044854881266,0.003518029903254178,0.0013192612137203166,0.0,0.0008795074758135445,0.0,0.00043975373790677223,0.0,0.0,0.00043975373790677223
1,0.436036036036036,0.3279279279279279,0.1009009009009009,0.05405405405405406,0.04684684684684685,0.010810810810810811,0.012612612612612612,0.005405405405405406,0.0018018018018018018,0.0018018018018018018,0.0,0.0,0.0,0.0,0.0018018018018018018,0.0
2,0.3675889328063241,0.22529644268774704,0.1976284584980237,0.09486166007905138,0.05533596837944664,0.023715415019762844,0.011857707509881422,0.0,0.011857707509881422,0.003952569169960474,0.003952569169960474,0.003952569169960474,0.0,0.0,0.0,0.0
3,0.3017241379310345,0.19827586206896552,0.1810344827586207,0.09482758620689655,0.0603448275862069,0.0603448275862069,0.034482758620689655,0.008620689655172414,0.017241379310344827,0.017241379310344827,0.008620689655172414,0.017241379310344827,0.0,0.0,0.0,0.0
4,0.22580645161290322,0.24193548387096775,0.3064516129032258,0.0967741935483871,0.06451612903225806,0.016129032258064516,0.0,0.016129032258064516,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.275,0.2,0.225,0.075,0.075,0.0,0.05,0.05,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0
6,0.25,0.08333333333333333,0.16666666666666666,0.027777777777777776,0.1111111111111111,0.1388888888888889,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0
7,0.3333333333333333,0.2222222222222222,0.0,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.0,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
8,0.5,0.125,0.0,0.25,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.25,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
