,0,1,2,3,4,5,6,7,8,9
0,0.6581920903954802,0.6685236768802229,0.697286012526096,0.6301969365426696,0.6565040650406504,0.6442105263157895,0.6035634743875279,0.6307339449541285,0.6458752515090543,0.5987903225806451
1,0.20903954802259886,0.20891364902506965,0.18997912317327767,0.24507658643326038,0.18495934959349594,0.22105263157894736,0.24721603563474387,0.23394495412844038,0.19114688128772636,0.22782258064516128
2,0.07062146892655367,0.06406685236768803,0.07933194154488518,0.07221006564551423,0.08130081300813008,0.06526315789473684,0.07349665924276169,0.07110091743119266,0.08651911468812877,0.1028225806451613
3,0.022598870056497175,0.027855153203342618,0.018789144050104383,0.019693654266958426,0.032520325203252036,0.029473684210526315,0.0334075723830735,0.027522935779816515,0.03822937625754527,0.03225806451612903
4,0.014124293785310734,0.019498607242339833,0.012526096033402923,0.015317286652078774,0.02032520325203252,0.018947368421052633,0.017817371937639197,0.022935779816513763,0.02012072434607646,0.02217741935483871
5,0.002824858757062147,0.002785515320334262,0.0,0.002188183807439825,0.012195121951219513,0.008421052631578947,0.008908685968819599,0.0045871559633027525,0.006036217303822937,0.0020161290322580645
6,0.011299435028248588,0.002785515320334262,0.0020876826722338203,0.00437636761487965,0.0020325203252032522,0.008421052631578947,0.0066815144766146995,0.006880733944954129,0.002012072434607646,0.006048387096774193
7,0.002824858757062147,0.002785515320334262,0.0,0.006564551422319475,0.0020325203252032522,0.004210526315789474,0.0066815144766146995,0.0022935779816513763,0.002012072434607646,0.004032258064516129
8,0.002824858757062147,0.0,0.0,0.00437636761487965,0.006097560975609756,0.0,0.0022271714922048997,0.0,0.004024144869215292,0.004032258064516129
9,0.005649717514124294,0.002785515320334262,0.0,0.0,0.0,0.0,0.0,0.0,0.002012072434607646,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002012072434607646,0.0
12,0.0,0.0,0.0,0.0,0.0020325203252032522,0.0,0.0,0.0,0.0,0.0
