motif,0,1,2,3,4,5,6,7,8,9
-1+1+1-1+1+1,1.3640510351510497e-07,1.3076922775147935e-07,0.0,0.0,0.0,5.6340170682547085e-08,0.0,0.0,0.0,4.946948919784234e-08
-1+1+1-1+2+1,1.3640510351510497e-07,0.0,0.0,0.0,0.0,0.0,6.672973071083712e-08,0.0,0.0,0.0
-1+1+2+1+1+1,8.184306210906298e-07,3.9230768325443807e-07,6.592508635774281e-07,7.593466075557518e-07,6.589491889349252e-07,6.76082048190565e-07,8.007567685300455e-07,8.747158995651204e-07,6.883923285558905e-07,6.431033595719504e-07
-1+1+2+1+1+2,0.0,3.9230768325443807e-07,0.0,0.0,0.0,1.1268034136509417e-07,2.0018919213251137e-07,7.28929916304267e-08,1.4751264183340511e-07,9.893897839568467e-08
-1+1+2+1+1-1,0.0,1.3076922775147935e-07,0.0,2.531155358519173e-07,3.041303948930424e-07,5.6340170682547085e-08,1.3345946142167424e-07,2.186789748912801e-07,0.0,4.946948919784234e-08
-1+1+2+1+2+1,4.092153105453149e-07,3.9230768325443807e-07,1.0987514392957136e-07,1.2655776792595865e-07,3.041303948930424e-07,6.197418775080179e-07,3.336486535541856e-07,6.560369246738403e-07,1.4751264183340511e-07,5.441643811762657e-07
-1+1+2+1+2+2,4.092153105453149e-07,2.615384555029587e-07,5.493757196478568e-08,3.163944198148966e-07,3.041303948930424e-07,2.2536068273018834e-07,4.671081149758599e-07,1.457859832608534e-07,0.0,3.957559135827387e-07
-1+1+2+1-1+1,0.0,1.3076922775147935e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.946948919784234e-08
-1+1+2+2+1+1,3.819342898422938e-06,2.6153845550295872e-06,1.1536890112604992e-06,1.4554143311485243e-06,1.26720997872101e-06,1.6338649497938655e-06,8.007567685300455e-07,1.4578598326085341e-06,5.408796867224854e-07,1.3356762083417431e-06
-1+1+2+2+1+2,9.548357246057346e-07,5.230769110059174e-07,5.493757196478568e-08,3.163944198148966e-07,1.013767982976808e-07,4.507213654603767e-07,2.669189228433485e-07,3.6446495815213353e-07,4.917088061113504e-08,6.431033595719504e-07
-1+1+2+2+1-1,4.092153105453149e-07,1.3076922775147935e-07,5.493757196478568e-08,1.8983665188893796e-07,1.520651974465212e-07,1.1268034136509417e-07,6.672973071083712e-08,1.457859832608534e-07,9.834176122227008e-08,4.946948919784234e-08
-1+1+2+2+2+1,5.456204140604199e-07,3.9230768325443807e-07,2.1975028785914271e-07,5.062310717038346e-07,3.5481879404188283e-07,7.887623895556591e-07,8.007567685300455e-07,5.831439330434136e-07,3.4419616427794527e-07,4.946948919784234e-07
-1+1+2+2+2+2,1.2276459316359447e-06,5.230769110059174e-07,1.6481271589435703e-07,3.796733037778759e-07,3.041303948930424e-07,7.324222188731121e-07,2.669189228433485e-07,8.018229079346937e-07,1.4751264183340511e-07,3.957559135827387e-07
-1+1+2+2-1+1,0.0,0.0,5.493757196478568e-08,0.0,0.0,0.0,6.672973071083712e-08,7.28929916304267e-08,0.0,1.48408467593527e-07
-1+1-1+1+1+1,1.3640510351510497e-07,0.0,0.0,4.429521877408553e-07,0.0,2.817008534127354e-07,6.672973071083712e-08,3.6446495815213353e-07,4.917088061113504e-08,9.893897839568467e-08
-1+1-1+1+2+1,0.0,0.0,5.493757196478568e-08,6.327888396297932e-08,1.520651974465212e-07,5.6340170682547085e-08,3.336486535541856e-07,2.186789748912801e-07,1.4751264183340511e-07,1.9787795679136935e-07
-1+1-1+1+2+2,1.3640510351510497e-07,7.846153665088761e-07,2.7468785982392837e-07,4.429521877408553e-07,1.013767982976808e-07,1.1268034136509417e-07,2.669189228433485e-07,7.289299163042671e-07,1.9668352244454015e-07,1.48408467593527e-07
-1+1-1+1-1+1,0.0,0.0,0.0,0.0,0.0,0.0,1.3345946142167424e-07,0.0,0.0,0.0
-1+2+1+1+1+1,2.7281020703020994e-07,2.615384555029587e-07,4.944381476830711e-07,6.327888396297932e-07,2.027535965953616e-07,2.2536068273018834e-07,2.669189228433485e-07,3.6446495815213353e-07,1.4751264183340511e-07,1.48408467593527e-07
-1+2+1+1+1+2,0.0,1.3076922775147935e-07,1.0987514392957136e-07,0.0,0.0,5.6340170682547085e-08,0.0,0.0,0.0,0.0
-1+2+1+1+1-1,0.0,0.0,5.493757196478568e-08,6.327888396297932e-08,0.0,0.0,6.672973071083712e-08,0.0,0.0,0.0
-1+2+1+1+2+1,9.548357246057346e-07,1.3076922775147935e-07,3.8456300375349974e-07,3.796733037778759e-07,3.041303948930424e-07,2.817008534127354e-07,0.0,1.457859832608534e-07,1.4751264183340511e-07,3.462864243848964e-07
-1+2+1+1+2+2,5.456204140604199e-07,0.0,3.2962543178871406e-07,1.8983665188893796e-07,5.06883991488404e-08,1.1268034136509417e-07,0.0,0.0,4.425379255002154e-07,1.48408467593527e-07
-1+2+1+1+2-1,1.3640510351510497e-07,0.0,5.493757196478568e-08,0.0,5.06883991488404e-08,0.0,0.0,0.0,0.0,0.0
-1+2+1+1-1+1,1.3640510351510497e-07,0.0,0.0,0.0,0.0,0.0,6.672973071083712e-08,0.0,0.0,0.0
-1+2+1+2+1+1,0.0,0.0,0.0,6.327888396297932e-08,1.013767982976808e-07,5.6340170682547085e-08,1.3345946142167424e-07,7.28929916304267e-08,4.917088061113504e-08,4.946948919784234e-08
-1+2+1+2+1+2,4.092153105453149e-07,0.0,0.0,0.0,0.0,0.0,1.3345946142167424e-07,0.0,4.917088061113504e-08,0.0
-1+2+1+2+1-1,0.0,0.0,5.493757196478568e-08,6.327888396297932e-08,0.0,0.0,0.0,0.0,0.0,0.0
-1+2+1+2+2+1,2.7281020703020994e-07,0.0,3.2962543178871406e-07,1.2655776792595865e-07,5.06883991488404e-08,1.1268034136509417e-07,1.3345946142167424e-07,7.28929916304267e-08,1.4751264183340511e-07,2.473474459892117e-07
-1+2+1+2+2+2,2.7281020703020994e-07,0.0,4.3950057571828543e-07,6.327888396297932e-08,0.0,0.0,2.0018919213251137e-07,7.28929916304267e-08,2.458544030556752e-07,1.9787795679136935e-07
-1+2+1-1+1+2,2.7281020703020994e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1+2+2+1+1+1,1.3640510351510497e-07,1.3076922775147935e-07,5.493757196478568e-08,6.327888396297932e-08,1.520651974465212e-07,5.6340170682547085e-08,1.3345946142167424e-07,0.0,9.834176122227008e-08,0.0
-1+2+2+1+1+2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.917088061113504e-08,0.0
-1+2+2+1+1-1,0.0,0.0,0.0,6.327888396297932e-08,5.06883991488404e-08,0.0,6.672973071083712e-08,0.0,0.0,4.946948919784234e-08
-1+2+2+1+2+1,0.0,2.615384555029587e-07,1.6481271589435703e-07,1.2655776792595865e-07,5.06883991488404e-08,1.1268034136509417e-07,0.0,1.457859832608534e-07,0.0,2.473474459892117e-07
-1+2+2+1+2+2,2.7281020703020994e-07,2.615384555029587e-07,0.0,1.2655776792595865e-07,0.0,5.6340170682547085e-08,2.0018919213251137e-07,7.28929916304267e-08,4.917088061113504e-08,0.0
-1+2+2+1+2-1,0.0,0.0,5.493757196478568e-08,0.0,0.0,1.1268034136509417e-07,0.0,7.28929916304267e-08,0.0,0.0
-1+2+2+2+1+1,2.7281020703020994e-07,0.0,1.0987514392957136e-07,1.2655776792595865e-07,1.013767982976808e-07,0.0,0.0,7.28929916304267e-08,2.458544030556752e-07,0.0
-1+2+2+2+1+2,1.3640510351510497e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1+2+2+2+1-1,0.0,0.0,1.0987514392957136e-07,0.0,0.0,0.0,1.3345946142167424e-07,0.0,0.0,0.0
-1+2+2+2+2+1,4.092153105453149e-07,1.3076922775147935e-07,2.1975028785914271e-07,6.327888396297932e-08,2.53441995744202e-07,1.6902051204764125e-07,2.0018919213251137e-07,3.6446495815213353e-07,2.458544030556752e-07,1.48408467593527e-07
-1+2+2+2+2+2,5.456204140604199e-07,6.538461387573968e-07,1.0987514392957136e-07,3.796733037778759e-07,0.0,1.1268034136509417e-07,2.669189228433485e-07,1.457859832608534e-07,1.9668352244454015e-07,0.0
-1+2+2+2+2-1,0.0,0.0,1.0987514392957136e-07,0.0,0.0,1.6902051204764125e-07,0.0,0.0,0.0,0.0
-1+2-1+1+1+1,0.0,0.0,5.493757196478568e-08,0.0,5.06883991488404e-08,1.1268034136509417e-07,6.672973071083712e-08,7.28929916304267e-08,9.834176122227008e-08,4.946948919784234e-08
-1+2-1+1+1+2,0.0,0.0,0.0,0.0,0.0,5.6340170682547085e-08,0.0,0.0,0.0,0.0
-1+2-1+1+2+1,0.0,1.3076922775147935e-07,0.0,0.0,0.0,0.0,0.0,7.28929916304267e-08,0.0,9.893897839568467e-08
-1+2-1+1+2+2,1.3640510351510497e-07,2.615384555029587e-07,0.0,1.2655776792595865e-07,0.0,0.0,1.3345946142167424e-07,2.186789748912801e-07,0.0,0.0
-1+2-1+2+2+2,0.0,0.0,5.493757196478568e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1-1+1+1+1+1,6.820255175755248e-07,6.538461387573968e-07,0.0,4.429521877408553e-07,3.041303948930424e-07,6.197418775080179e-07,4.0037838426502274e-07,3.6446495815213353e-07,1.9668352244454015e-07,6.925728487697928e-07
-1-1+1+2+1+1,6.820255175755248e-07,5.230769110059174e-07,0.0,1.8983665188893796e-07,1.013767982976808e-07,2.817008534127354e-07,3.336486535541856e-07,1.457859832608534e-07,1.4751264183340511e-07,2.96816935187054e-07
-1-1+1+2+1+2,1.3640510351510497e-07,0.0,0.0,0.0,0.0,0.0,1.3345946142167424e-07,1.457859832608534e-07,0.0,4.946948919784234e-08
-1-1+1-1+1+1,0.0,0.0,0.0,0.0,5.06883991488404e-08,1.1268034136509417e-07,0.0,0.0,0.0,4.946948919784234e-08
-1-1+1-1+1+2,0.0,0.0,0.0,0.0,0.0,0.0,6.672973071083712e-08,0.0,4.917088061113504e-08,0.0
-1-1+2+1+1+1,2.7281020703020994e-07,5.230769110059174e-07,0.0,4.429521877408553e-07,3.5481879404188283e-07,2.817008534127354e-07,2.669189228433485e-07,2.915719665217068e-07,2.9502528366681023e-07,3.957559135827387e-07
-1-1+2+1+1+2,1.3640510351510497e-07,0.0,0.0,0.0,5.06883991488404e-08,5.6340170682547085e-08,2.0018919213251137e-07,7.28929916304267e-08,0.0,9.893897839568467e-08
-1-1+2+1+1-1,0.0,0.0,0.0,0.0,5.06883991488404e-08,0.0,1.3345946142167424e-07,0.0,0.0,0.0
-1-1+2+1+2+1,1.3640510351510497e-07,0.0,0.0,0.0,5.06883991488404e-08,0.0,0.0,0.0,4.917088061113504e-08,1.48408467593527e-07
-1-1+2+2+1+1,1.2276459316359447e-06,1.3076922775147935e-07,5.493757196478568e-08,5.062310717038346e-07,1.013767982976808e-07,3.380410240952825e-07,3.336486535541856e-07,1.457859832608534e-07,1.9668352244454015e-07,5.441643811762657e-07
-1-1+2+2+1+2,6.820255175755248e-07,0.0,0.0,0.0,5.06883991488404e-08,1.6902051204764125e-07,6.672973071083712e-08,0.0,9.834176122227008e-08,2.96816935187054e-07
-1-1+2+2+1-1,0.0,0.0,0.0,0.0,5.06883991488404e-08,1.1268034136509417e-07,0.0,0.0,0.0,4.946948919784234e-08
-1-1+2+2+2+1,0.0,1.3076922775147935e-07,0.0,6.327888396297932e-08,1.520651974465212e-07,0.0,2.0018919213251137e-07,1.457859832608534e-07,9.834176122227008e-08,2.96816935187054e-07
-1-1+2+2+2+2,1.3640510351510497e-07,1.3076922775147935e-07,5.493757196478568e-08,0.0,2.027535965953616e-07,5.6340170682547085e-08,6.672973071083712e-08,0.0,4.917088061113504e-08,3.957559135827387e-07
-1-1+2-1+1+1,0.0,0.0,0.0,0.0,0.0,1.1268034136509417e-07,0.0,0.0,0.0,0.0
-1-1+2-1+2+2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.946948919784234e-08
-1-1-1+1+1+1,0.0,3.9230768325443807e-07,5.493757196478568e-08,6.327888396297932e-08,1.013767982976808e-07,0.0,6.672973071083712e-08,7.28929916304267e-08,0.0,9.893897839568467e-08
-1-1-1+1+1+2,0.0,1.3076922775147935e-07,0.0,6.327888396297932e-08,0.0,0.0,0.0,0.0,9.834176122227008e-08,0.0
-1-1-1+1+2+1,0.0,0.0,5.493757196478568e-08,0.0,0.0,0.0,6.672973071083712e-08,0.0,0.0,0.0
-1-1-1+1+2+2,2.7281020703020994e-07,0.0,5.493757196478568e-08,6.327888396297932e-08,1.520651974465212e-07,1.1268034136509417e-07,1.3345946142167424e-07,0.0,0.0,2.473474459892117e-07
-1-1-1+1-1+1,0.0,0.0,0.0,0.0,5.06883991488404e-08,0.0,0.0,0.0,0.0,0.0
-1-1-1+2+1+2,0.0,0.0,0.0,6.327888396297932e-08,0.0,0.0,0.0,0.0,0.0,0.0
-1-1-1+2+2+1,1.3640510351510497e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1-1-1+2+2+2,0.0,0.0,0.0,0.0,0.0,5.6340170682547085e-08,0.0,0.0,0.0,0.0
-1-1-1+2-1+1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28929916304267e-08,0.0,0.0
-1-1-1-1+1+1,2.7281020703020994e-07,2.615384555029587e-07,5.493757196478568e-08,0.0,1.013767982976808e-07,0.0,6.672973071083712e-08,7.28929916304267e-08,0.0,0.0
-1-1-1-1+2+1,1.3640510351510497e-07,0.0,5.493757196478568e-08,6.327888396297932e-08,2.027535965953616e-07,0.0,6.672973071083712e-08,0.0,4.917088061113504e-08,9.893897839568467e-08
-1-1-1-1+2+2,2.7281020703020994e-07,0.0,5.493757196478568e-08,1.2655776792595865e-07,2.53441995744202e-07,1.1268034136509417e-07,0.0,7.28929916304267e-08,0.0,4.4522540278058106e-07
-1-1-1-1-1+1,0.0,0.0,0.0,6.327888396297932e-08,0.0,0.0,0.0,0.0,0.0,0.0
-2+1+1+1+1+1,1.3640510351510496e-06,7.846153665088761e-07,3.2962543178871406e-07,1.5186932151115036e-06,3.5481879404188283e-07,7.324222188731121e-07,7.340270378192084e-07,7.28929916304267e-08,4.425379255002154e-07,3.462864243848964e-07
-2+1+1+1+1+2,4.092153105453149e-07,0.0,1.0987514392957136e-07,3.796733037778759e-07,0.0,1.6902051204764125e-07,1.3345946142167424e-07,1.457859832608534e-07,9.834176122227008e-08,1.9787795679136935e-07
-2+1+1+1+1-1,0.0,2.615384555029587e-07,0.0,3.163944198148966e-07,5.06883991488404e-08,5.6340170682547085e-08,1.3345946142167424e-07,7.28929916304267e-08,0.0,0.0
-2+1+1+1+1-2,0.0,0.0,0.0,1.8983665188893796e-07,0.0,0.0,0.0,0.0,0.0,0.0
-2+1+1+1+2+1,5.456204140604199e-07,2.615384555029587e-07,1.0987514392957136e-07,3.796733037778759e-07,1.013767982976808e-07,2.2536068273018834e-07,2.669189228433485e-07,1.457859832608534e-07,5.408796867224854e-07,1.9787795679136935e-07
-2+1+1+1+2+2,9.548357246057346e-07,7.846153665088761e-07,2.7468785982392837e-07,7.593466075557518e-07,1.520651974465212e-07,4.507213654603767e-07,4.671081149758599e-07,7.28929916304267e-08,4.917088061113504e-07,5.441643811762657e-07
-2+1+1+1+2-1,0.0,0.0,0.0,0.0,0.0,0.0,1.3345946142167424e-07,0.0,0.0,0.0
-2+1+1+1-1+1,0.0,1.3076922775147935e-07,0.0,0.0,5.06883991488404e-08,5.6340170682547085e-08,0.0,0.0,0.0,0.0
-2+1+1+1-1-1,0.0,0.0,0.0,6.327888396297932e-08,0.0,5.6340170682547085e-08,6.672973071083712e-08,0.0,0.0,4.946948919784234e-08
-2+1+1+2+1+1,8.184306210906298e-07,2.615384555029587e-07,1.6481271589435703e-07,5.062310717038346e-07,1.013767982976808e-07,1.1268034136509417e-07,2.0018919213251137e-07,1.457859832608534e-07,1.9668352244454015e-07,9.893897839568467e-08
-2+1+1+2+1+2,1.3640510351510497e-07,7.846153665088761e-07,5.493757196478568e-08,1.2655776792595865e-07,0.0,1.6902051204764125e-07,2.669189228433485e-07,0.0,4.917088061113504e-08,2.96816935187054e-07
-2+1+1+2+1-1,0.0,0.0,0.0,0.0,5.06883991488404e-08,2.2536068273018834e-07,6.672973071083712e-08,0.0,1.4751264183340511e-07,0.0
-2+1+1+2+2+1,0.0,1.3076922775147935e-07,1.0987514392957136e-07,6.327888396297932e-08,5.06883991488404e-08,0.0,6.672973071083712e-08,7.28929916304267e-08,4.917088061113504e-08,9.893897839568467e-08
-2+1+1+2+2+2,5.456204140604199e-07,3.9230768325443807e-07,1.0987514392957136e-07,1.2655776792595865e-07,1.013767982976808e-07,2.817008534127354e-07,0.0,7.28929916304267e-08,3.4419616427794527e-07,2.96816935187054e-07
-2+1+1+2-1+1,0.0,0.0,0.0,0.0,0.0,0.0,6.672973071083712e-08,0.0,0.0,0.0
-2+1+1-1+1+1,0.0,0.0,0.0,1.2655776792595865e-07,5.06883991488404e-08,0.0,0.0,0.0,0.0,4.946948919784234e-08
-2+1+1-1+1+2,0.0,0.0,0.0,6.327888396297932e-08,0.0,0.0,6.672973071083712e-08,0.0,0.0,0.0
-2+1+1-1+1-1,0.0,0.0,0.0,6.327888396297932e-08,5.06883991488404e-08,0.0,0.0,0.0,0.0,0.0
-2+1+1-1+2+2,1.3640510351510497e-07,1.3076922775147935e-07,0.0,0.0,1.013767982976808e-07,0.0,0.0,0.0,4.917088061113504e-08,4.946948919784234e-08
-2+1+1-2+1+1,0.0,0.0,0.0,0.0,0.0,0.0,6.672973071083712e-08,0.0,0.0,0.0
-2+1+2+1+1+1,1.2276459316359447e-06,1.3076922775147935e-07,1.0987514392957136e-07,3.796733037778759e-07,3.041303948930424e-07,1.6902051204764125e-07,2.0018919213251137e-07,7.28929916304267e-08,1.4751264183340511e-07,1.48408467593527e-07
-2+1+2+1+1+2,0.0,2.615384555029587e-07,5.493757196478568e-08,1.2655776792595865e-07,0.0,0.0,6.672973071083712e-08,0.0,0.0,9.893897839568467e-08
-2+1+2+1+1-1,1.3640510351510497e-07,0.0,0.0,3.796733037778759e-07,2.027535965953616e-07,1.1268034136509417e-07,0.0,0.0,0.0,4.946948919784234e-08
-2+1+2+1+1-2,0.0,0.0,0.0,1.8983665188893796e-07,0.0,1.6902051204764125e-07,1.3345946142167424e-07,7.28929916304267e-08,9.834176122227008e-08,0.0
-2+1+2+1+2+1,4.092153105453149e-07,2.615384555029587e-07,5.493757196478568e-08,0.0,2.027535965953616e-07,1.1268034136509417e-07,1.3345946142167424e-07,2.186789748912801e-07,1.9668352244454015e-07,2.96816935187054e-07
-2+1+2+1+2+2,5.456204140604199e-07,1.3076922775147935e-07,5.493757196478568e-08,6.327888396297932e-08,5.06883991488404e-08,0.0,0.0,1.457859832608534e-07,4.917088061113504e-08,4.946948919784234e-07
-2+1+2+1+2-1,0.0,0.0,0.0,0.0,0.0,1.6902051204764125e-07,6.672973071083712e-08,0.0,0.0,0.0
-2+1+2+1-1-1,0.0,0.0,0.0,0.0,0.0,5.6340170682547085e-08,0.0,0.0,0.0,0.0
-2+1+2+2+1+1,9.548357246057346e-07,1.8307691885207111e-06,2.7468785982392837e-07,8.859043754817105e-07,3.041303948930424e-07,6.197418775080179e-07,6.005675763975341e-07,5.102509414129869e-07,4.425379255002154e-07,4.946948919784234e-07
-2+1+2+2+1+2,6.820255175755248e-07,2.615384555029587e-07,5.493757196478568e-08,6.327888396297932e-08,1.013767982976808e-07,1.6902051204764125e-07,1.3345946142167424e-07,2.186789748912801e-07,4.917088061113504e-08,3.957559135827387e-07
-2+1+2+2+1-1,4.092153105453149e-07,3.9230768325443807e-07,0.0,6.327888396297932e-08,5.06883991488404e-08,1.6902051204764125e-07,1.3345946142167424e-07,7.28929916304267e-08,1.9668352244454015e-07,9.893897839568467e-08
-2+1+2+2+1-2,4.092153105453149e-07,1.3076922775147935e-07,5.493757196478568e-08,6.327888396297932e-08,5.06883991488404e-08,1.1268034136509417e-07,1.3345946142167424e-07,7.28929916304267e-08,9.834176122227008e-08,4.946948919784234e-08
-2+1+2+2+2+1,8.184306210906298e-07,1.3076922775147935e-07,1.6481271589435703e-07,1.8983665188893796e-07,5.06883991488404e-08,1.1268034136509417e-07,2.669189228433485e-07,1.457859832608534e-07,9.834176122227008e-08,3.462864243848964e-07
-2+1+2+2+2+2,9.548357246057346e-07,2.615384555029587e-07,0.0,1.8983665188893796e-07,1.520651974465212e-07,2.2536068273018834e-07,2.0018919213251137e-07,7.28929916304267e-08,2.458544030556752e-07,2.96816935187054e-07
-2+1+2+2+2-1,0.0,0.0,0.0,0.0,0.0,5.6340170682547085e-08,0.0,0.0,0.0,0.0
-2+1+2+2-1+1,0.0,0.0,0.0,0.0,5.06883991488404e-08,0.0,0.0,0.0,4.917088061113504e-08,0.0
-2+1+2+2-1+2,1.3640510351510497e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2+1+2+2-1-1,1.3640510351510497e-07,0.0,0.0,0.0,0.0,0.0,6.672973071083712e-08,0.0,0.0,0.0
-2+1+2-1+1+2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.946948919784234e-08
-2+1+2-1+1-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.917088061113504e-08,0.0
