motif,0,1,2,3,4,5,6,7,8,9
+0+1-2+1-2-2,0.0,0.0,0.0,0.0,0.0,1.126803381908793e-07,1.334594569688172e-07,0.0,0.0,0.0
+0+1-2+1+0+1,1.1248239951601743e-06,5.230767742011721e-07,4.111149858072256e-07,5.516521892836465e-07,3.6551912397533393e-07,4.0627459974627934e-07,5.817359366148098e-07,4.123449092345231e-07,2.9502521838686454e-07,2.2123425395626512e-07
+0+1-2+2+1+1,4.7252104271825537e-07,4.5299780420693086e-07,2.1975026371404686e-07,2.1920446333374757e-07,3.362287086649856e-07,1.5935405799331065e-07,0.0,3.259873093324229e-07,9.834175880449455e-08,9.893897594845429e-08
+0+1-2+2+1+2,3.858118421092197e-07,0.0,0.0,2.8299172739457377e-07,1.4336843579542482e-07,1.5935405799331065e-07,1.334594569688172e-07,1.4578597794746506e-07,9.834175880449455e-08,2.2123425395626512e-07
+0+1-2+2+1-1,2.72810188423857e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+0+1-2+2+1+0,6.682455303905844e-07,1.046152727573443e-06,1.553869101763154e-07,0.0,2.682177494232577e-07,2.2536065733646825e-07,1.334594569688172e-07,2.9157192401459787e-07,9.834175880449455e-08,2.6176788648242947e-07
+0+1-2+2+2+1,3.858118421092197e-07,0.0,1.098751409114345e-07,1.2655776392174144e-07,0.0,0.0,0.0,0.0,0.0,1.713673247141029e-07
+0+1-2+2+2+2,4.7252104271825537e-07,5.230767742011721e-07,0.0,1.2655776392174144e-07,1.7558975200969853e-07,1.5935405799331065e-07,0.0,2.525087024300073e-07,9.834175880449455e-08,1.3992083817270302e-07
+0+1-2+2-1+1,0.0,0.0,0.0,0.0,1.0137679572836696e-07,0.0,0.0,0.0,0.0,0.0
+0+1-2+2-1+2,0.0,2.615384384023672e-07,1.098751409114345e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+0+1-2+2-2+1,0.0,0.0,0.0,0.0,0.0,1.126803381908793e-07,0.0,0.0,0.0,0.0
+0+1-2+2-2-1,0.0,0.0,0.0,2.1920446333374757e-07,0.0,0.0,0.0,0.0,0.0,0.0
+0+1-2+2+0+1,7.716233684580631e-07,5.848175740444696e-07,1.553869101763154e-07,1.2655776392174144e-07,1.4336843579542482e-07,2.760092937358612e-07,1.334594569688172e-07,2.525087024300073e-07,0.0,9.893897594845429e-08
+0+1-2-1+1+1,7.716233684580631e-07,7.846149047927853e-07,2.9070225020839264e-07,4.0021067560854867e-07,3.9263050223507394e-07,2.2536065733646825e-07,2.3115854479539366e-07,3.571011925484722e-07,2.781524502283619e-07,2.9681686911182694e-07
+0+1-2-1+1+2,5.456202652095814e-07,0.0,1.098751409114345e-07,3.1000189555443086e-07,1.0137679572836696e-07,0.0,2.669188872204904e-07,0.0,9.834175880449455e-08,9.893897594845429e-08
+0+1-2-1+1-1,0.0,2.615384384023672e-07,1.098751409114345e-07,1.2655776392174144e-07,1.7558975200969853e-07,0.0,0.0,0.0,9.834175880449455e-08,0.0
+0+1-2-1+1-2,0.0,0.0,0.0,0.0,0.0,1.126803381908793e-07,0.0,0.0,0.0,9.893897594845429e-08
+0+1-2-1+1+0,1.1574342632857233e-06,7.397420747664898e-07,4.5302661250186953e-07,6.069492912575774e-07,4.966425530842693e-07,2.519608675314288e-07,6.538146401123894e-07,5.050172392049187e-07,3.406657533805022e-07,4.3126480572652893e-07
+0+1-2-1+2+1,5.456202652095814e-07,6.406355127714703e-07,1.9030931609226113e-07,3.3484030625636553e-07,2.0275357604085008e-07,1.5935405799331065e-07,3.2690751638638705e-07,1.4578597794746506e-07,1.703329143796481e-07,1.978779372135255e-07
+0+1-2-1+2+2,3.858118421092197e-07,4.5299780420693086e-07,1.098751409114345e-07,2.8299172739457377e-07,2.0275357604085008e-07,1.126803381908793e-07,3.774802599824164e-07,2.9157192401459787e-07,9.834175880449455e-08,1.978779372135255e-07
+0+1-2-1+2-2,2.72810188423857e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+0+1-2-1-1+1,0.0,0.0,0.0,0.0,1.0137679572836696e-07,1.126803381908793e-07,0.0,0.0,9.834175880449455e-08,9.893897594845429e-08
+0+1-2-1-1-1,0.0,0.0,0.0,2.1920446333374757e-07,2.2668538360909576e-07,1.126803381908793e-07,1.334594569688172e-07,2.0617249970286393e-07,1.703329143796481e-07,0.0
+0+1-2-1-1-2,0.0,0.0,0.0,1.2655776392174144e-07,0.0,1.126803381908793e-07,0.0,2.0617249970286393e-07,0.0,0.0
+0+1-2-1-2+1,0.0,0.0,0.0,0.0,1.7558975200969853e-07,0.0,0.0,0.0,9.834175880449455e-08,1.3992083817270302e-07
+0+1-2-1-2-1,2.72810188423857e-07,2.615384384023672e-07,0.0,2.53115503818178e-07,1.7558975200969853e-07,0.0,1.334594569688172e-07,0.0,0.0,9.893897594845429e-08
+0+1-2-1-2-2,0.0,0.0,0.0,0.0,2.0275357604085008e-07,0.0,0.0,1.4578597794746506e-07,9.834175880449455e-08,0.0
+0+1-2-1+0+1,0.0,7.846149047927853e-07,1.553869101763154e-07,1.2655776392174144e-07,2.8673682798814294e-07,2.2536065733646825e-07,1.8874016777495876e-07,4.123449092345231e-07,2.601877989083892e-07,2.9681686911182694e-07
+0+1-2-2+1+1,1.2501716335058576e-06,5.230767742011721e-07,3.1077376913314356e-07,6.200034380102956e-07,4.966425530842693e-07,2.9812410211061634e-07,3.531004625622942e-07,5.050172392049187e-07,3.6796105065481837e-07,2.2123425395626512e-07
+0+1-2-2+1+2,4.7252104271825537e-07,3.6987118248661806e-07,2.4568825712029716e-07,1.7897970049892065e-07,1.4336843579542482e-07,2.519608675314288e-07,0.0,5.454809228237069e-07,2.408870998672827e-07,1.978779372135255e-07
+0+1-2-2+1-1,2.72810188423857e-07,3.6987118248661806e-07,0.0,0.0,3.205815032673049e-07,0.0,1.334594569688172e-07,2.0617249970286393e-07,0.0,0.0
+0+1-2-2+1-2,2.72810188423857e-07,0.0,1.098751409114345e-07,0.0,1.0137679572836696e-07,1.126803381908793e-07,1.8874016777495876e-07,1.4578597794746506e-07,0.0,0.0
+0+1-2-2+1+0,7.716233684580631e-07,7.846149047927853e-07,3.806185380883094e-07,4.3840880182832947e-07,3.9263050223507394e-07,2.9812410211061634e-07,3.774802599824164e-07,5.646263765997123e-07,3.6796105065481837e-07,2.423499767748794e-07
+0+1-2-2+2+1,4.7252104271825537e-07,4.5299780420693086e-07,2.9070225020839264e-07,3.3484030625636553e-07,2.682177494232577e-07,1.5935405799331065e-07,2.669188872204904e-07,2.525087024300073e-07,1.9668350310233523e-07,2.423499767748794e-07
+0+1-2-2+2+2,6.682455303905844e-07,2.615384384023672e-07,3.1077376913314356e-07,3.3484030625636553e-07,2.682177494232577e-07,3.1870806211840174e-07,2.984243781949159e-07,3.571011925484722e-07,2.601877989083892e-07,2.7984163481452445e-07
+0+1-2-2-1+1,0.0,3.6987118248661806e-07,0.0,1.7897970049892065e-07,1.0137679572836696e-07,1.126803381908793e-07,1.334594569688172e-07,0.0,0.0,0.0
+0+1-2-2-1+2,0.0,0.0,0.0,0.0,0.0,1.126803381908793e-07,0.0,0.0,0.0,0.0
+0+1-2-2-1-1,2.72810188423857e-07,0.0,0.0,2.53115503818178e-07,1.4336843579542482e-07,0.0,1.334594569688172e-07,1.4578597794746506e-07,9.834175880449455e-08,0.0
+0+1-2-2-1-2,2.72810188423857e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.834175880449455e-08,0.0
+0+1-2-2-2+1,3.858118421092197e-07,0.0,0.0,2.1920446333374757e-07,0.0,0.0,0.0,2.0617249970286393e-07,0.0,1.3992083817270302e-07
+0+1-2-2-2-1,0.0,2.615384384023672e-07,1.098751409114345e-07,0.0,1.0137679572836696e-07,0.0,1.334594569688172e-07,1.4578597794746506e-07,0.0,9.893897594845429e-08
+0+1-2-2-2-2,2.72810188423857e-07,0.0,0.0,1.7897970049892065e-07,2.2668538360909576e-07,0.0,0.0,1.4578597794746506e-07,1.703329143796481e-07,9.893897594845429e-08
+0+1-2-2+0+1,6.682455303905844e-07,5.230767742011721e-07,2.1975026371404686e-07,3.57959333044012e-07,3.041303255215617e-07,2.9812410211061634e-07,4.426347958055615e-07,5.831435929864678e-07,2.1989883608849519e-07,3.12872443712327e-07
+0+1+0+1+1+1,7.071724712184497e-06,6.9143967005196485e-06,3.6605614702971586e-06,4.738529055606501e-06,3.797099376330935e-06,3.642449289602988e-06,4.539408657595405e-06,4.7148193291554656e-06,3.2511453961642274e-06,3.398566320150252e-06
+0+1+0+1+2+1,5.584126082013548e-06,4.927647697619807e-06,2.6208900505697655e-06,3.211610662210779e-06,2.7107141448935467e-06,2.78066934835022e-06,3.620575514842094e-06,3.911745770827644e-06,2.684158537702191e-06,2.7058902971361064e-06
+0+1+0+1+2+2,6.014012881593605e-06,4.948423970294519e-06,2.560312013031851e-06,3.4286783931574327e-06,2.792872467487885e-06,3.0108458749356413e-06,3.540996489148987e-06,4.113009421395393e-06,2.841661241992367e-06,2.928262895061349e-06
+0+1+0+1-1+1,1.6817107018684225e-06,1.502420800343324e-06,7.691249722853757e-07,9.88445858215267e-07,8.173245311315069e-07,7.302512102016888e-07,1.0508586762598824e-06,8.624804080231283e-07,5.900500450938813e-07,7.663768938637882e-07
+0+1+0+1-1+2,7.716233684580631e-07,4.5299780420693086e-07,2.4568825712029716e-07,4.197444844299098e-07,2.0275357604085008e-07,3.1870806211840174e-07,3.2690751638638705e-07,4.123449092345231e-07,2.1989883608849519e-07,2.2123425395626512e-07
+0+1+0+1-1-1,9.450415053475597e-07,3.6987118248661806e-07,1.553869101763154e-07,3.57959333044012e-07,5.267689356158657e-07,3.903360205674412e-07,5.662202010548215e-07,3.8571335794190374e-07,2.9502521838686454e-07,3.5672944504065736e-07
+0+1+0+1-2+1,1.1574342632857233e-06,1.046152727573443e-06,4.395003825574869e-07,7.04643138966461e-07,4.418910062110399e-07,5.163658881712427e-07,7.309868436519877e-07,3.571011925484722e-07,4.9170850388932e-07,3.70195631160293e-07
+0+1+0+1-2+2,4.7252104271825537e-07,2.615384384023672e-07,2.4568825712029716e-07,2.53115503818178e-07,1.0137679572836696e-07,2.2536065733646825e-07,3.2690751638638705e-07,3.8571335794190374e-07,1.9668350310233523e-07,2.2123425395626512e-07
+0+1+0+1-2-1,6.100219598499625e-07,8.270566743436047e-07,2.9070225020839264e-07,4.735355974600171e-07,6.166504118710088e-07,4.0627459974627934e-07,5.968484576829815e-07,6.837963251638442e-07,2.601877989083892e-07,3.831888734459993e-07
+0+1+0+1-2-2,6.100219598499625e-07,5.848175740444696e-07,2.9070225020839264e-07,5.218107642342841e-07,4.53370594863327e-07,2.9812410211061634e-07,2.669188872204904e-07,3.259873093324229e-07,4.397975099876293e-07,2.423499767748794e-07
+0+1+0+1+0+1,8.682310850469594e-06,8.043670251250142e-06,4.277903382412923e-06,5.1045824809798445e-06,4.602087595618651e-06,4.4716640019922365e-06,5.6775690732271704e-06,5.964403255654037e-06,4.154684332644626e-06,4.135186552235291e-06
+0+2+1+1+1+1,2.0596638882463517e-06,1.9040220981312107e-06,1.0765493132937545e-06,1.004519138947777e-06,9.010548885846778e-07,1.224017745181486e-06,1.2731182550385277e-06,1.287543281544339e-06,1.0124877623469471e-06,1.0792936553903638e-06
+0+2+1+1+1+2,1.0207613516611123e-06,5.230767742011721e-07,5.382757212255359e-07,4.197444844299098e-07,3.362287086649856e-07,6.472986782670875e-07,5.16886012792278e-07,5.831435929864678e-07,5.386396123810408e-07,3.70195631160293e-07
+0+2+1+1+1-1,2.72810188423857e-07,0.0,0.0,2.8299172739457377e-07,1.7558975200969853e-07,2.519608675314288e-07,2.3115854479539366e-07,2.525087024300073e-07,9.834175880449455e-08,2.9681686911182694e-07
+0+2+1+1+1-2,2.72810188423857e-07,2.615384384023672e-07,0.0,1.7897970049892065e-07,1.7558975200969853e-07,1.126803381908793e-07,1.334594569688172e-07,2.0617249970286393e-07,9.834175880449455e-08,1.3992083817270302e-07
+0+2+1+1+1+0,2.7280834638863836e-06,1.974564678412127e-06,1.2575739773125996e-06,1.4485138578396608e-06,1.1865808819693002e-06,1.5531830055852988e-06,1.5734565472751058e-06,1.6812778275230168e-06,1.3591037980986379e-06,1.2514851315464048e-06
+0+2+1+1+2+1,1.9096650672219787e-06,2.3098333161110986e-06,9.578672979153769e-07,1.1529931107574114e-06,8.420974592641462e-07,1.2394795301288932e-06,1.1786789811488499e-06,1.3440761900205302e-06,9.980573435744478e-07,1.0656023515487723e-06
+0+2+1+1+2+2,2.266121111377758e-06,2.0258602174594836e-06,8.222290230154915e-07,1.0588559095897602e-06,9.067398108864273e-07,1.2748279390083925e-06,1.2661038182539597e-06,1.1662851456288813e-06,1.017252411947659e-06,1.0423839571019191e-06
+0+2+1+1+2-1,5.456202652095814e-07,0.0,0.0,2.8299172739457377e-07,2.483213898253185e-07,1.5935405799331065e-07,1.334594569688172e-07,2.0617249970286393e-07,9.834175880449455e-08,1.713673247141029e-07
+0+2+1+1+2-2,2.72810188423857e-07,0.0,0.0,0.0,0.0,1.126803381908793e-07,1.334594569688172e-07,1.4578597794746506e-07,9.834175880449455e-08,9.893897594845429e-08
+0+2+1+1+2+0,1.056588307571461e-06,1.1400182811310197e-06,5.602551028275561e-07,8.103640600219288e-07,7.310375253742438e-07,6.472986782670875e-07,1.025119556630386e-06,9.779605022642972e-07,6.883914992583945e-07,7.202856907995009e-07
+0+2+1+1-1+1,2.72810188423857e-07,0.0,2.1975026371404686e-07,2.8299172739457377e-07,1.0137679572836696e-07,1.9516805976484332e-07,1.334594569688172e-07,3.571011925484722e-07,9.834175880449455e-08,2.2123425395626512e-07
+0+2+1+1-1+2,0.0,0.0,1.553869101763154e-07,0.0,0.0,0.0,0.0,0.0,9.834175880449455e-08,0.0
+0+2+1+1-1-1,2.72810188423857e-07,3.6987118248661806e-07,0.0,0.0,1.0137679572836696e-07,1.5935405799331065e-07,1.8874016777495876e-07,0.0,9.834175880449455e-08,1.713673247141029e-07
+0+2+1+1-1-2,0.0,0.0,0.0,4.0021067560854867e-07,1.0137679572836696e-07,0.0,0.0,0.0,9.834175880449455e-08,1.713673247141029e-07
+0+2+1+1-2+1,2.72810188423857e-07,2.615384384023672e-07,1.553869101763154e-07,0.0,0.0,1.126803381908793e-07,1.334594569688172e-07,1.4578597794746506e-07,0.0,9.893897594845429e-08
+0+2+1+1-2+2,0.0,0.0,0.0,0.0,0.0,1.126803381908793e-07,0.0,0.0,0.0,0.0
+0+2+1+1-2-1,2.72810188423857e-07,4.5299780420693086e-07,0.0,0.0,1.4336843579542482e-07,1.126803381908793e-07,0.0,0.0,0.0,9.893897594845429e-08
+0+2+1+1-2-2,2.72810188423857e-07,0.0,0.0,1.7897970049892065e-07,2.0275357604085008e-07,2.519608675314288e-07,2.984243781949159e-07,1.4578597794746506e-07,0.0,1.3992083817270302e-07
+0+2+1+1+0+1,1.6817107018684225e-06,2.2949790785480343e-06,9.387717588006997e-07,1.0281580200259306e-06,7.380332404708729e-07,1.165571000995627e-06,1.2231727402078322e-06,1.0613359283051828e-06,1.00289055466043e-06,9.943219429238594e-07
+0+2+1+2+1+1,1.4175608077977748e-06,1.3589912800440535e-06,7.612363234064505e-07,9.213529128312765e-07,6.411625190412815e-07,8.12548306797783e-07,8.751509581867443e-07,9.670332615559933e-07,7.022997687202352e-07,7.534957298087623e-07
+0+2+1+2+1+2,1.1574342632857233e-06,1.046152727573443e-06,4.913763117777524e-07,5.799601659630393e-07,3.041303255215617e-07,5.745588385987897e-07,4.623169507644117e-07,6.680747922271512e-07,4.5065833210384145e-07,4.3126480572652893e-07
+0+2+1+2+1-1,0.0,2.615384384023672e-07,0.0,1.2655776392174144e-07,1.4336843579542482e-07,1.5935405799331065e-07,1.334594569688172e-07,1.4578597794746506e-07,2.601877989083892e-07,9.893897594845429e-08
+0+2+1+2+1-2,0.0,0.0,0.0,0.0,0.0,1.9516805976484332e-07,2.3115854479539366e-07,0.0,9.834175880449455e-08,9.893897594845429e-08
+0+2+1+2+1+0,2.1481006348404775e-06,1.754448133555856e-06,7.923197989404107e-07,9.385758937374707e-07,8.359730540122062e-07,1.0141207582805946e-06,1.374044394037644e-06,1.3830427374365915e-06,9.980573435744478e-07,8.738037117062776e-07
+0+2+1+2+2+1,1.1248239951601743e-06,1.6122273116376984e-06,7.53265063458599e-07,8.948971434171151e-07,5.823648816599972e-07,8.507165554217567e-07,9.987172932855198e-07,8.3747570656649e-07,7.359213414040279e-07,7.403904931573251e-07
+0+2+1+2+2+2,2.0047300282043854e-06,2.1085814778285605e-06,9.641484357681005e-07,1.051265480043632e-06,7.096367068085822e-07,1.104034375865021e-06,1.3610200734346641e-06,1.287543281544339e-06,9.119820474970543e-07,9.333864006534536e-07
+0+2+1+2+2-1,2.72810188423857e-07,0.0,2.6913799368493573e-07,1.2655776392174144e-07,0.0,1.126803381908793e-07,1.334594569688172e-07,1.4578597794746506e-07,0.0,9.893897594845429e-08
+0+2+1+2+2-2,0.0,0.0,0.0,0.0,2.0275357604085008e-07,1.126803381908793e-07,1.8874016777495876e-07,0.0,0.0,0.0
+0+2+1+2-1+1,2.72810188423857e-07,3.6987118248661806e-07,1.553869101763154e-07,1.7897970049892065e-07,0.0,1.126803381908793e-07,2.3115854479539366e-07,2.0617249970286393e-07,1.3907624562968888e-07,1.978779372135255e-07
+0+2+1+2-1+2,0.0,0.0,0.0,1.2655776392174144e-07,1.0137679572836696e-07,1.126803381908793e-07,1.334594569688172e-07,1.4578597794746506e-07,0.0,9.893897594845429e-08
+0+2+1+2-1-1,0.0,2.615384384023672e-07,0.0,0.0,1.0137679572836696e-07,1.126803381908793e-07,1.334594569688172e-07,0.0,9.834175880449455e-08,9.893897594845429e-08
+0+2+1+2-1-2,0.0,2.615384384023672e-07,0.0,1.2655776392174144e-07,0.0,0.0,1.334594569688172e-07,2.0617249970286393e-07,9.834175880449455e-08,0.0
+0+2+1+2-2+1,0.0,0.0,0.0,1.2655776392174144e-07,0.0,0.0,0.0,1.4578597794746506e-07,0.0,1.3992083817270302e-07
+0+2+1+2-2+2,0.0,0.0,0.0,0.0,1.4336843579542482e-07,1.5935405799331065e-07,0.0,0.0,9.834175880449455e-08,0.0
+0+2+1+2-2-1,0.0,0.0,0.0,0.0,0.0,1.126803381908793e-07,0.0,0.0,9.834175880449455e-08,1.3992083817270302e-07
+0+2+1+2-2-2,0.0,0.0,0.0,0.0,0.0,1.9516805976484332e-07,1.334594569688172e-07,3.259873093324229e-07,1.3907624562968888e-07,1.713673247141029e-07
+0+2+1+2+0+1,1.2501716335058576e-06,1.694958258141552e-06,6.592502116595541e-07,8.004205914697089e-07,4.3010513297542546e-07,7.302512102016888e-07,9.342147026205336e-07,7.850807166387414e-07,7.489474723317747e-07,6.710360361679036e-07
+0+2+1-1+1+1,0.0,0.0,0.0,0.0,1.0137679572836696e-07,1.9516805976484332e-07,1.8874016777495876e-07,1.4578597794746506e-07,2.408870998672827e-07,1.3992083817270302e-07
+0+2+1-1+1+2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4578597794746506e-07,0.0,0.0
+0+2+1-1+1-1,0.0,2.615384384023672e-07,0.0,0.0,1.4336843579542482e-07,1.5935405799331065e-07,0.0,0.0,9.834175880449455e-08,9.893897594845429e-08
+0+2+1-1+1+0,5.456202652095814e-07,0.0,2.1975026371404686e-07,1.2655776392174144e-07,1.7558975200969853e-07,2.9812410211061634e-07,2.3115854479539366e-07,3.571011925484722e-07,2.601877989083892e-07,1.978779372135255e-07
+0+2+1-1+2+1,5.456202652095814e-07,2.615384384023672e-07,0.0,2.1920446333374757e-07,1.0137679572836696e-07,2.2536065733646825e-07,1.8874016777495876e-07,1.4578597794746506e-07,9.834175880449455e-08,9.893897594845429e-08
+0+2+1-1+2+2,2.72810188423857e-07,2.615384384023672e-07,1.098751409114345e-07,1.7897970049892065e-07,0.0,1.126803381908793e-07,0.0,2.525087024300073e-07,1.3907624562968888e-07,1.713673247141029e-07
+0+2+1-1+2-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4578597794746506e-07,9.834175880449455e-08,0.0
+0+2+1-1+2-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3992083817270302e-07
+0+2+1-1-1-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.893897594845429e-08
+0+2+1-1+0+1,2.72810188423857e-07,0.0,1.098751409114345e-07,0.0,1.0137679572836696e-07,1.126803381908793e-07,1.334594569688172e-07,0.0,9.834175880449455e-08,1.978779372135255e-07
+0+2+1-2+1+1,0.0,0.0,1.098751409114345e-07,1.2655776392174144e-07,0.0,0.0,0.0,0.0,0.0,9.893897594845429e-08
+0+2+1-2+1-1,0.0,0.0,0.0,0.0,0.0,1.126803381908793e-07,0.0,0.0,0.0,0.0
+0+2+1-2+1-2,0.0,0.0,0.0,0.0,1.0137679572836696e-07,1.126803381908793e-07,0.0,1.4578597794746506e-07,0.0,0.0
+0+2+1-2+1+0,2.72810188423857e-07,2.615384384023672e-07,1.9030931609226113e-07,1.2655776392174144e-07,1.4336843579542482e-07,1.5935405799331065e-07,2.3115854479539366e-07,1.4578597794746506e-07,1.9668350310233523e-07,9.893897594845429e-08
+0+2+1-2+2+1,0.0,2.615384384023672e-07,0.0,0.0,0.0,0.0,1.8874016777495876e-07,0.0,0.0,9.893897594845429e-08
+0+2+1-2+2+2,2.72810188423857e-07,0.0,0.0,0.0,1.0137679572836696e-07,0.0,1.334594569688172e-07,0.0,1.3907624562968888e-07,9.893897594845429e-08
+0+2+1-2+2-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.834175880449455e-08,0.0
+0+2+1-2-2-1,0.0,0.0,0.0,0.0,0.0,0.0,1.334594569688172e-07,0.0,0.0,0.0
+0+2+1-2-2-2,0.0,0.0,1.098751409114345e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+0+2+1-2+0+1,3.858118421092197e-07,3.6987118248661806e-07,1.098751409114345e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
+0+2+1+0+1+1,1.6817107018684225e-06,1.046152727573443e-06,8.148546451083835e-07,6.696801675576476e-07,5.459303652033257e-07,9.29184118839439e-07,8.334529849297489e-07,8.3747570656649e-07,6.883914992583945e-07,7.534957298087623e-07
+0+2+1+0+1+2,7.217876183274317e-07,5.230767742011721e-07,3.4745561761438947e-07,3.7967319566399734e-07,2.0275357604085008e-07,4.0627459974627934e-07,4.426347958055615e-07,4.373578063210545e-07,3.9336689015141786e-07,3.427345731310998e-07
+0+2+1+0+1-1,3.858118421092197e-07,0.0,0.0,1.7897970049892065e-07,2.2668538360909576e-07,2.760092937358612e-07,2.3115854479539366e-07,2.525087024300073e-07,1.703329143796481e-07,1.978779372135255e-07
+0+2+1+0+1-2,3.858118421092197e-07,0.0,1.553869101763154e-07,0.0,1.4336843579542482e-07,1.9516805976484332e-07,1.8874016777495876e-07,1.4578597794746506e-07,9.834175880449455e-08,1.3992083817270302e-07
+0+2+1+0+1+0,3.5778303511153913e-06,2.6413913066997223e-06,1.4283702402224575e-06,1.5857564098014963e-06,1.48992040910975e-06,1.8273545152091406e-06,2.118585457005288e-06,2.186771816154e-06,1.6601883762466359e-06,1.5643529319454919e-06
+0+2+1+0+2+1,1.469125020173362e-06,1.4325023074237414e-06,9.126897626389141e-07,9.638334765849183e-07,6.724568549138878e-07,7.806712494364169e-07,1.025119556630386e-06,8.986839119998012e-07,7.489474723317747e-07,7.270490671209413e-07
+0+2+1+0+2+2,1.3910621024241556e-06,1.3335874210601601e-06,8.295378463920959e-07,8.201869873843834e-07,5.911227247544548e-07,9.29184118839439e-07,1.1324383617843911e-06,8.3747570656649e-07,9.066643448781805e-07,9.43815575992319e-07
+0+2+1+0+2-1,2.72810188423857e-07,3.6987118248661806e-07,1.553869101763154e-07,1.2655776392174144e-07,0.0,1.5935405799331065e-07,0.0,2.0617249970286393e-07,9.834175880449455e-08,9.893897594845429e-08
+0+2+1+0+2-2,0.0,0.0,1.098751409114345e-07,2.1920446333374757e-07,1.4336843579542482e-07,1.126803381908793e-07,1.334594569688172e-07,0.0,0.0,1.3992083817270302e-07
+0+2+1+0-1+1,4.7252104271825537e-07,0.0,1.098751409114345e-07,0.0,0.0,1.126803381908793e-07,0.0,1.4578597794746506e-07,9.834175880449455e-08,1.713673247141029e-07
+0+2+1+0-1+2,2.72810188423857e-07,0.0,0.0,0.0,0.0,0.0,1.334594569688172e-07,0.0,0.0,0.0
+0+2+1+0-1-1,2.72810188423857e-07,4.5299780420693086e-07,0.0,0.0,0.0,1.5935405799331065e-07,1.334594569688172e-07,2.0617249970286393e-07,0.0,9.893897594845429e-08
+0+2+1+0-1-2,0.0,2.615384384023672e-07,1.098751409114345e-07,1.2655776392174144e-07,0.0,0.0,1.334594569688172e-07,0.0,0.0,9.893897594845429e-08
+0+2+1+0-2+1,0.0,0.0,0.0,1.7897970049892065e-07,0.0,0.0,1.334594569688172e-07,0.0,9.834175880449455e-08,1.3992083817270302e-07
+0+2+1+0-2+2,0.0,0.0,0.0,1.2655776392174144e-07,0.0,0.0,0.0,0.0,0.0,1.978779372135255e-07
+0+2+1+0-2-1,2.72810188423857e-07,0.0,1.098751409114345e-07,0.0,1.7558975200969853e-07,0.0,1.334594569688172e-07,1.4578597794746506e-07,9.834175880449455e-08,9.893897594845429e-08
+0+2+1+0-2-2,0.0,0.0,1.098751409114345e-07,0.0,0.0,1.5935405799331065e-07,3.2690751638638705e-07,2.0617249970286393e-07,1.3907624562968888e-07,9.893897594845429e-08
+0+2+1+0+0+1,1.2501716335058576e-06,1.1400182811310197e-06,7.288283715184265e-07,6.453199973938751e-07,4.3010513297542546e-07,7.388935163655257e-07,9.342147026205336e-07,7.850807166387414e-07,7.867328518761307e-07,7.534957298087623e-07
+0+2+2+1+1+1,1.1891505822491205e-06,1.1400182811310197e-06,5.709275718918543e-07,7.379514628493146e-07,4.418910062110399e-07,6.171751259535052e-07,7.309868436519877e-07,5.831435929864678e-07,6.296938800998384e-07,6.411971978331168e-07
+0+2+2+1+1+2,5.456202652095814e-07,3.6987118248661806e-07,2.6913799368493573e-07,2.53115503818178e-07,2.483213898253185e-07,0.0,4.220357325801397e-07,2.0617249970286393e-07,2.601877989083892e-07,1.713673247141029e-07
+0+2+2+1+1-1,0.0,2.615384384023672e-07,1.9030931609226113e-07,0.0,1.0137679572836696e-07,1.9516805976484332e-07,2.669188872204904e-07,0.0,1.3907624562968888e-07,1.978779372135255e-07
+0+2+2+1+1-2,0.0,0.0,0.0,1.2655776392174144e-07,1.0137679572836696e-07,1.5935405799331065e-07,1.334594569688172e-07,2.0617249970286393e-07,0.0,9.893897594845429e-08
+0+2+2+1+1+0,2.1824721297685285e-06,1.502420800343324e-06,7.120714954973131e-07,8.859030020341615e-07,6.800554614076107e-07,1.0570326775628348e-06,1.259050302213959e-06,1.0613359283051828e-06,9.483714320410771e-07,9.43815575992319e-07
+0+2+2+1+2+1,1.7889309149645309e-06,1.479481827876733e-06,6.773151688256087e-07,9.213529128312765e-07,5.364352133402429e-07,8.507165554217567e-07,9.436993275237134e-07,1.0100331531679827e-06,6.741963686891616e-07,6.854685358850121e-07
+0+2+2+1+2+2,1.4175608077977748e-06,9.429895102794874e-07,5.269423459729149e-07,6.327883391024508e-07,5.644416813141106e-07,6.66625232240686e-07,6.672967505010189e-07,6.99164428090656e-07,7.680725568242115e-07,8.098490989494978e-07
+0+2+2+1+2-1,0.0,2.615384384023672e-07,1.098751409114345e-07,0.0,0.0,1.5935405799331065e-07,1.334594569688172e-07,0.0,9.834175880449455e-08,1.3992083817270302e-07
