,0,1,2,3,4,5,6,7,8,9,10,11,12
0,244,58,10,3,2,0,1,0,0,0,0,0,0
1,69,35,13,4,4,1,0,0,0,0,0,0,0
2,15,12,4,3,2,2,1,0,0,0,0,0,0
3,2,8,4,2,0,1,2,0,0,0,0,0,0
4,2,3,3,0,2,0,0,1,0,0,0,0,0
5,0,3,2,0,1,0,0,0,1,0,0,0,0
6,0,0,0,2,2,0,0,0,0,0,0,0,1
7,0,1,0,2,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,1,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,1,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0
