,0,1,2,3,4,5,6,7,8,9
0.0,266,267,368,336,342,332,319,337,360,328
1.0,85,86,101,125,101,115,127,121,104,134
2.0,31,27,42,40,41,37,40,36,47,56
3.0,10,14,10,10,20,16,20,16,21,20
4.0,7,10,7,9,11,9,11,13,11,14
5.0,2,1,1,3,9,5,8,4,4,2
6.0,4,1,1,2,1,6,5,5,2,4
7.0,1,1,0,3,1,2,3,2,1,3
8.0,1,0,0,2,3,0,1,1,2,2
9.0,2,1,0,0,0,1,0,0,1,0
10.0,0,0,0,0,0,0,0,0,0,0
11.0,0,0,0,0,0,0,1,0,1,0
12.0,0,0,0,0,1,1,0,1,0,0
